coenti;damesano;plajustado;margem;pl;AjustesContabeis;AjustesEconomicos;NovoPla;CMR
05193;202306;280649985,29;0;300939963,72;-20289978,43;2368691,26;283018676,55;36998393,29
05282;202306;2257387725,62;0;3797124348,14;-1539736622,52;45451890,78;2264333455,94;744174760,17
05631;202306;1804538255,87;0;2779759511,01;-975221255,14;129108144,13;1933646400;610561820,25
06122;202306;156658477,38;0;167145873,79;-10487396,41;1263976,54;157922453,92;55657974,33
06467;202306;85797580,57;0;121569042,74;-35771462,17;23360153,06;109157733,63;90251296,88
11126;202306;717316,26;0;717316,26;0;1398663,83;1433662,16;1432691,8
21334;202306;155194205,15;0;255221527,48;-100027322,33;-12647058,9;142547146,25;92689807,14
22683;202306;27181096,87;0;27198795,88;-17699,01;0;27181096,87;10800000
28258;202306;30449748,48;0;31227826,28;-778077,8;454873,51;30904621,99;10800000
37052;202306;524653728,84;0;525872379,07;-1218650,23;19247582,694;543901311,534;113588187
01261;202307;120158819,01;0;120793967,37;-635148,36;64589652,55;184748471,56;138767140,23
01741;202307;50157896,34;0;73551763,94;-23393867,6;19128423,7;66451774,41;38869190,42
01937;202307;103808429,45;0;103808430,45;-1;3567585,07;107376014,52;29714252,89
01970;202307;120925204,3;0;126209762,69;-5284558,39;7716618,02;128372199,5;21169445,6
02020;202307;75423073,89;0;76131267,74;-708193,85;4481180,36;79904254,25;11921061,94
02801;202307;21377004,09;0;22978679,46;-1601675,37;142446,48;17383138,7;15073639,91
03140;202307;58848640,31;0;59224329,53;-375689,22;4586501,06;62425302,72;14919440,88
03786;202307;2488130,21;0;2488130,21;0;5773,34;2482356,87;1796000
04383;202307;31598607,55;0;31633184,32;-34576,77;67,77;31598675,32;8100000
04669;202307;860525550,96;0;1029515294,93;-168989743,97;106984696,02;967510246,98;372388712,2
05185;202307;1903770017,8;0;2042854670,75;-139084652,95;242167118,86;2145937136,66;1158670254,9
05282;202307;2287829552,57;0;3832960726,91;-1545131174,34;45451890,78;2296164910,08;748097184,35
05444;202307;1061939942,18;0;14527720775,81;-13465780833,63;2875,09;953394046,26;358951347,22
05657;202307;5220001,1;0;5244723,54;-24722,44;0;5220001,1;4000000
05886;202307;1904773521,07;0;5615101246,94;-3710327725,87;1021263993,31;2804125994,49;2625057747,33
06513;202307;1078794862,288;0;2357256668,18;-1278461805,892;83136974,5276558;1161931836,81566;389396717,72
06793;202307;58955491,25;0;59396955,81;-441464,56;3198689,07;61895849,92;45931981,01
24813;202307;28301946,53;0;28323510,45;-21563,92;0;28301946,53;11606994,33
34819;202307;338963113,720001;0;387499854,230001;-48536740,51;23637854,924;362600968,644001;280502168,84
38873;202307;316113516,66;0;316230085,06;-116568,4;0;316113516,66;60000000
01589;202308;80014675,99;0;85234935,13;-5220259,14;19488435;99503110,99;41728664,34
01627;202308;163669779,98;0;216098707,42;-52428927,44;0;163669779,93;15000000
01741;202308;51077374,68;0;74800306,6;-23722931,92;19128423,7;66473135,52;38014111,03
01937;202308;106571373,36;0;106571374,36;-1;3567585,07;110138958,43;29786925,55
02542;202308;48074327,76;0;49146506,81;-1072179,05;6897152,76;54971480,52;17388805,67
02852;202308;449264750,46;0;682851307,89;-233586557,43;92379305,36;522829578,54;203124203,16
03417;202308;41719349,39;0;49092706,27;-7373356,88;0;41719349,39;13309807
03654;202308;331172264,76;0;338063393,85;-6891129,09;148903151,1;453689506,47;263017360,64
03727;202308;9372048,37;0;9393621,19;-21572,82;0;9372048,37;8100000
05185;202308;1960630462,53;0;2096328656,4;-135698193,87;242167118,86;2202797581,39;1173795532,8
06211;202308;256272191,31;0;267808563,08;-11536371,77;66033904,16;322306095,47;196947636,89
06351;202308;377036851,39;0;829657989,51;-452621138,12;221514371,77;480213920,74;294791626,71
06572;202308;1250610905,16;0;2770047479,9;-1519436574,74;228774261,98;1479385167,14;948347432,94
06602;202308;230862433,36;0;242561439,86;-11699006,5;21751754,95;252614188,31;96183874,76
06831;202308;93146056,8;0;95301843,58;-2155786,78;1196385,93;94342442,73;62617207,69
08737;202308;328984010,34;0;493710274,2;-164726263,86;56505564,06;385489574,4;132022636,31
10031;202308;31659468,98;0;33108315,49;-1448846,51;1031345,52;24908717,85;5337763,01
10448;202308;205950826,78;0;206138384,24;-187557,46;5807230,16;211758056,94;45050280,13
28878;202308;109844632,94;0;154685526,71;-44840893,77;-13033796,92;96810836,02;46202490,4
28878;202204;106371218,19;0;152079271,98;-45708053,79;-23521186,43;82850031,76;56385565,11
30074;202204;193249670,22;0;205214967,75;-11965297,53;43501794,97;236751465,19;147257956,73
34819;202204;291581018,11;0;348737108,98;-57156090,87;7645114,932;299226133,042;125139712,27
01627;202205;154931854,18;0;220005276,23;-65073422,05;3792906,09;158724760,27;19406591,84
02852;202205;131856656,36;0;607775539,38;-475918883,02;14638135,44;146494791,8;99066856,39
03328;202205;104297556,11;0;108775771,9;-4478215,79;18027992,53;116556053,76;29617033,95
03417;202205;16683454,49;0;16709128,18;-25673,69;9543,46;16692997,95;8100000
04111;202205;31646607,07;0;33279419,58;-1632812,51;34236,57;31680843,64;8100000
05495;202205;696874000,37;0;2374141247,13;-1677267246,76;313673837,26;889388390,97;550041116
05941;202205;81024613,28;0;81083481,46;-58868,18;0;81024613,28;15000000
06351;202205;376214372,348924;0;756638477,68;-380424105,331076;182788911,455389;469739682,359748;267215171,459497
10901;202205;26903765,36;0;26903765,36;0;503155,05;27406920,41;4694173,28
10979;202205;3891915,79;0;3912140,89;-20225,1;2689163,94;5486818,95;3189806,32
11088;202205;1949758,84;0;3228403,61;-1278644,77;1518346,81;2756758,15;1984953,52
20141;202205;320658241,7;0;556470916,23;-235812674,53;-11751107,82;292246226,98;169896278,57
21318;202205;37044156,83;0;37122274,62;-78117,79;439016,48;37483173,31;18940094,21
23540;202205;12050522,91;0;13143820,2;-1093297,29;0;11134056,72;10800000
28878;202205;106232868,07;0;153395927,37;-47163059,3;-23521186,43;82711681,64;56574444,74
30074;202205;151507347,63;0;180551711,05;-29044363,42;43501794,97;195009142,6;143605189,14
31551;202205;96225031,26;0;107017707,75;-10792676,49;0;96225031,26;69111665,01
06173;201801;9821219,52;0;10269159,35;-447939,83;0;9821219,52;15000000
06181;201801;432198309,63;0;504692295,77;-72493986,14;7409715,29000002;439608024,92;303256873,48
06211;201801;183720406,02;0;232459264,21;-48738858,19;1895396,97;185615802,99;89035631,07
06467;201801;146151420;0;146906534,32;-755114,319999993;1031462,77000001;147182882,77;69549472,83
06793;201801;23108260,82;0;23488561,01;-380300,190000001;0;23108260,82;15000000
06831;201801;52869953,06;0;55063737,6;-2193784,54;59820,4199999943;52929773,48;30559524,48
10014;201801;1046616,5;0;3175246,72;-2128630,22;0;1046616,5;2200000
10138;201801;16092391,58;0;16115200,34;-22808,7599999998;0;16092391,58;15000000
21334;201801;197999805,67;0;213082457,29;-15082651,62;114243805,54;312243611,21;148643235,1
28932;201801;235671427,61;0;309948640,95;-74277213,34;6769651,59999999;242441079,21;31325654,45
29319;201801;81122554,86;0;228127724,92;-147005170,06;24838240,92;105960795,78;49729175,14
02682;201802;30359486,22;0;31658373,95;-1298887,73;670230,609999999;31029716,83;15670230,61
02801;201802;8362028,56;0;8420942,47;-58913,9100000011;31495,330000001;8393523,89;2649358,84
03328;201802;44415360,42;0;49977392,84;-5562032,42;0;44415360,42;15000000
03727;201802;40021086,71;0;40455267,5;-434180,789999999;0;40021086,71;15000000
03794;201802;20808374,02;0;21142282,33;-333908,309999999;-86,320000000298;20808287,7;15000000
04669;201802;232521490,02;0;235097658,2;-2576168,17999998;4989059,84;237510549,86;63656253,13
05631;201802;2585574531,16;0;2897318076,55;-311743545,39;42366772,8200002;2627941303,98;882909620,59
05665;201802;268154274,27;0;455465555,13;-187311280,86;2174701,52000001;270328975,79;156137108,67
05690;201802;54348463,53;0;54681207,29;-332743,759999998;3306698,87;57655162,4;28879674,8
05886;201802;2404534593,94;0;4060687338,55;-1656152744,61;15888569,2740326;2420423163,21403;1441949756,20567
06017;201802;28430936,92;0;29608131,74;-1177194,82;-6204,92000000179;28424732;4648020,92
06211;201802;180390413,06;0;227887010,77;-47496597,71;1895396,97;182285810,03;89035631,07
06360;201802;14780791,99;0;14807978,78;-27186,7899999991;0;14780791,99;13800000
06696;201802;60406906,92;0;121947274,81;-61540367,89;0;60406906,92;71850272
06831;201802;54272609,33;0;56398768,98;-2126159,65;59820,4200000018;54332429,75;30559524,48
24813;201802;12009347,35;0;12014070,71;-4723,36000000127;0;12009347,35;10800000
01741;201803;22487054,91;0;22729054,34;-241999,43;0;22487054,91;15000000
01970;201803;79948849,54;0;82239151,19;-2290301,64999999;2619,77999998629;79951469,32;15000000
02062;201803;135976125,986002;0;206717217,84;-70741091,8539984;3374927,31499252;139351053,300994;83373661,01952
02542;201803;18400177,27;0;18584891,9;-184714,629999999;0;18400177,27;5416312,02
02950;201803;77764627,15;0;112129116,35;-34364489,2;0;77764627,15;37802046,69
03298;201803;87891433,01;0;91771693,29;-3880260,28;17591353,37;105482786,38;84568048,7
05118;201803;1597094268,61;0;5007876198,08;-3410781929,47;12632474,1500001;1609726742,76;703819681,21
05657;201803;6409927,58;0;6803890,46;-393962,88;0;6409927,58;4000000
06122;201803;188478841,41;0;191076179,2;-2597337,78999999;1072856,06;189551697,47;26083844,04
06530;201803;158957242,91;0;246853668,9;-87896425,99;5286193,99000001;164243436,9;69042902,88
06793;201803;24168695,17;0;24441937,69;-273242,52;0;24168695,17;15000000
06921;201803;39220591,96;0;65975055,85;-26754463,89;87511,8999999985;39308103,86;26152997,82
10031;201803;29411270,8;0;30155260,15;-743989,349999998;4442801,35;33854072,15;7193220,94
10901;201803;22459630,41;0;22459630,41;0;6574696,73;29034327,14;12612753,02
21661;201803;668294153,17;0;1157565226,91;-489271073,74;10452977,9681389;678747131,138139;174165113,8928
26158;201803;269318063;0;269318063;0;2628957,57795632;271947020,577956;20817074,88
28878;201803;24724494,49;0;24724494,49;0;0;24724494,49;10800000
30201;201803;96093729,28;0;99692502,83;-3598773,55;0;96093729,28;60000000
33294;201803;179248435,66;0;179297028,93;-48593,2700000107;729138,673999995;179977574,334;60000000
01121;201804;45106543,66;0;45106543,66;0;0;45106543,66;15000000
05177;201710;612500210,01;0;873325306,08;-260825096,07;8130797,98000002;620631007,99;540200538,92
05355;201710;706170247,66;0;717954588,95;-11784341,2900001;4865461,22000003;711035708,88;646646786,09
05495;201710;604124663,11;0;1644490430,01;-1040365766,9;0;604124663,11;434228137,19
05908;201710;142648715,62;0;355556003,02;-212907287,4;2207804,43000001;144856520,05;95876947,72
06033;201710;150315161,07;0;151190138,26;-874977,189999998;11036540,6596747;161351701,729675;129532781,85
06602;201710;405036708,23;0;433167249,74;-28130541,51;1255175,95999998;406291884,19;97466585,82
06998;201710;17133336,4;0;21927876,46;-4794540,06;-3193,97999999672;17130142,42;15000000
31551;201710;97818697,92;0;98038474,34;-219776,420000002;0;97818697,92;60000000
38253;201710;116157820,41;0;116323339,15;-165518,74000001;331037,480000004;116488857,89;79172498,96
02275;201711;2723905,27;0;2723905,27;0;0;2723905,27;800000
04367;201711;203818950,55;0;205162680,83;-1343730,28;511677,939999998;204330628,49;125245379,06
04707;201711;2587909042,89;0;2785628099,99;-197719057,1;987558268,85;3575467311,74;1596025176,49
04928;201711;18440223,86;0;19376940,23;-936716,370000001;0;18440223,86;16213057,8
05070;201711;2538235630,12;0;3765121084,26;-1226885454,14;34027533,8742461;2572263163,99425;1025376859,34866
05096;201711;3541713583,35;0;4338768826,12;-797055242,77;209759826,317033;3751473409,66703;1843062020,83726
05436;201711;366218587,15;0;368528212,21;-2309625,06;0;366218587,15;55131529,35
06301;201711;146363980,33;0;146915046,91;-551066,579999983;1417509,64999998;147781489,98;95213454,49
06866;201711;6277336398,47;0;6534116100,47;-256779702;1898115862,92;8175452261,39;3550849723,39
09938;201711;347069537,73;0;351505950,24;-4436412,50999999;1682895,31;348752433,04;77449745,2
10120;201711;52507731,45;0;54116864,03;-1609132,58;18986976,28;71494707,73;25698920,59
11096;201711;1166754,21;0;1167749,23;-995,020000000019;11213,76;1177967,97;113623,09
11126;201711;108333,14;0;108333,14;0;0;108333,14;217702,8
25585;201711;475755371,41;0;475810930,28;-55558,8699999452;86219859,78;561975231,19;120520429,22
36099;201711;88821145,77;0;322446533,54;-233625387,77;0;88821145,77;60000000
38253;201711;130254071,97;0;130166755,26;87316,7099999934;0;130254071,97;79172498,96
38741;201711;105949364,66;0;105987983,64;-38618,9800000042;0;105949364,66;60000000
01970;201712;29633696,36;0;32165715,68;-2532019,32;2619,78000000119;29636316,14;15000000
02968;201712;9378078,28;0;9378078,28;0;0;9378078,28;2920000
01121;201910;47892240,29;0;47917740,29;-25500;0;47892240,29;15000000
01261;201910;486611,59;0;496015,53;-9403,94;0;486611,59;440000
01431;201910;172188768;0;172498778,99;-310010,99000001;2997026,02000001;175185794,02;71896324,32
01571;201910;78395618,71;0;83158232,55;-4762613,84;0;78395618,71;60956962,17
01619;201910;33581196,99;0;33630252,56;-49055,5700000003;0;33581196,99;15000000
01970;201910;85614928,56;0;86696929,83;-1082001,27;477668;86092596,56;15000000
02542;201910;34588373,04;0;34796852,2;-208479,160000004;0;34588373,04;15000000
03328;201910;41027593,63;0;43974397,38;-2946803,75;197125,210000001;41224718,84;17216741,01
03646;201910;29734397,05;0;30165833;-431435,949999999;0;29734397,05;15000000
03794;201910;22347329,25;0;22587790,96;-240461,710000001;0;22347329,25;15000000
04031;201910;17624484,14;0;17793310,49;-168826,349999998;0;17624484,14;15000000
05631;201910;3562443027,04;0;4316865835,68;-754422808,64;82473268,6999998;3644916295,74;923285179,35
05690;201910;53011066,49;0;53243074,52;-232008,030000001;1496640,91999999;54507707,41;38567890,55
05843;201910;441817797,64;0;499728656,57;-57910858,93;10360337,39;452178135,03;38038009,87
06530;201910;0;0;0;0;0;0;0
06831;201910;55879995,48;0;57431526,5;-1551531,02;334375,200000003;56214370,68;39822495,02
10987;201910;60617276,77;0;60618155,05;-878,279999993742;47183741,92;107801018,69;49650332,31
11126;201910;147832,59;0;147832,59;0;0;147832,59;91656,57
21491;201910;24007215,24;0;24035329,02;-28113,7799999975;272845,517999999;24280060,758;10800000
28878;201910;26743374,11;0;32831393,73;-6088019,62;3474142,39145707;30217516,5014571;23406912,8561089
34819;201910;283766002,61;0;285318818,39;-1552815,77999997;2559898,83999997;286325901,45;74104565,1
37052;201910;414819807,28;0;414831351,54;-11544,2600000501;0;414819807,28;61154427,84
38873;201910;614642772,39;0;613189963,54;1452808,85000002;0;614642772,39;60000000
01431;201911;180471589,22;0;180627224,53;-155635,310000002;2997026,02000001;183468615,24;71896324,32
01970;201911;85436911,84;0;86395699,13;-958787,289999992;477667,989999995;85914579,83;15000000
02062;201911;196487279,337204;0;246545201,48;-50057922,1427961;4238456,84296396;200725736,180168;112882625,255654
02798;201911;75379953,62;0;84994851,8;-9614898,17999999;1349076,56999999;76729030,19;56039666,9
04715;201911;21636592,6;0;21652239,87;-15647,2699999996;0;21636592,6;15000000
05045;201911;60966065,89;0;192821697,32;-131855631,43;0;60966065,89;15000000
05631;201911;3751658893,22;0;4491736920,1;-740078026,880001;82473268,7000003;3834132161,92;923285179,35
05690;201911;52210795,44;0;52441517,48;-230722,039999999;1496640,92;53707436,36;38567890,55
05886;201911;1915940539,905;0;3900759127,73;-1984818587,825;28632052,513201;1944572592,4182;1652178303,02
06211;201911;179527809,17;0;198958280,19;-19430471,02;4386635,78;183914444,95;96727910,68
06238;201911;1482248084,94;0;2503968016,2;-1021719931,26;121415382,29;1603663467,23;877339030,41
06572;201911;1017678498,35;0;1198985907,97;-181307409,62;6071381,26999998;1023749879,62;698143306
06793;201911;30293785,65;0;30512164,75;-218379,100000001;4261085,63;34554871,28;19261085,63
10901;201911;21943168,21;0;21943168,21;0;2797056,32;24740224,53;7782694,86
21661;201911;290382838,07;0;779163394,61;-488780556,54;18005004,0707054;308387842,140706;144475852,1193
01007;201912;63044091,88;0;69395609,44;-6351517,55999999;5571545,74;68615637,62;42656688,12
01261;201912;3401077,6;0;3401077,6;0;0;3401077,6;440000
01937;201912;91117429,45;0;91543033,27;-425603,819999993;6816056,75999999;97933486,21;23299257,46
02020;201912;45555005,34;0;45627339,83;-72334,4899999946;0;45555005,34;15000000
02062;201912;192180563,70933;0;240407278,42;-48226714,7106701;4078401,50624618;196258965,215576;120463778,595533
03069;201912;188448025,48;0;199145258,53;-10697233,05;4187773,30000001;192635798,78;86446784,22
05185;201912;1025412405,68;0;1084291853,31;-58879447,63;19835990,86;1045248396,54;653424699,08
05631;201912;3247599805,41;0;4252451540,71;-1004851735,3;170271205,52;3417871010,93;1021037801,95
05941;201912;48380764,89;0;59983129,39;-11602364,5;163533,229999997;48544298,12;20169889,42
06351;201912;712838165,38;0;797165735,42;-84327570,04;19470931,29;732309096,67;197474458,77
06360;201912;0;0;0;0;0;0;0
06602;201912;372326463,8;0;400596064,06;-28269600,26;1396195,65999997;373722659,46;73493729,97
06751;201912;138324076,59;0;207856384,42;-69532307,83;0;138324076,59;124371270,4
06793;201912;29396461,37;0;29561311,63;-164850,259999998;6411148,62;35807609,99;21411148,62
10031;201912;32927319,85;0;34348249,28;-1420929,43;8356873,37;41284193,22;10806191,82
10448;201912;143773823,71;0;143973130,8;-199307,090000004;1822247,20999998;145596070,92;36424076,63
10901;201912;22578632,92;0;22578632,92;0;3437017,77;26015650,69;7795954,02
10979;201912;3455600,42;0;3464851;-9250,58000000007;2421100,84;5876701,26;2833294,77
10987;201912;61492660,74;0;61493099,88;-439,140000000596;8745273,69000001;70237934,43;11203044,98
21628;201912;12776002,06;0;12776002,06;0;0;12776002,06;10800000
22683;201912;29666963,8;0;29666963,82;-0,0199999995529652;0;29666963,8;10800000
24813;201912;18403834,34;0;18406959,39;-3125,05000000075;0;18403834,34;10800000
28878;201912;28276025,58;0;37844769,87;-9568744,29;1671690;29947715,58;31747725,64
31623;201912;2520275747,25;0;3945150220,06;-1424874472,81;125129616,93;2645405364,18;1319576412,48
34819;201912;315362070,84;0;338786903,9;-23424833,06;10905434,6;326267505,44;113279707,246452
01015;202001;21023186,56;0;21023186,56;0;0;21023186,56;15000000
02119;202001;7097777,58;0;7293391,61;-195614,03;0;7097777,58;6200000
02143;202001;380508245,19;0;437200367,46;-56692122,27;11902218,27;392410463,46;156845563,77
02461;202001;180519781,44;0;184167529,14;-3647747,69999999;2368329,87;182888111,31;38913419,1
02801;202001;13267853,73;0;13365400,07;-97546,3399999999;57909,959999999;13325763,69;8741356,39
02852;202001;129569226,59;0;243106170,56;-113536943,97;2267972,47999999;131837199,07;78269423,4
03140;202001;43262116,09;0;43602877,78;-340761,689999998;0;43262116,09;15000000
04928;202001;43312858,57;0;43733465,2;-420606,630000003;0;43312858,57;29976911
05045;202001;52359822,72;0;183498217,75;-131138395,03;0;52359822,72;15000000
05274;202001;105155693,26;0;107742579,97;-2586886,70999999;948396,649999991;106104089,91;26784331,7
05819;202001;42865207,91;0;43813198,61;-947990,700000003;336148,57;43201356,48;31793493,34
06157;202001;19384482,35;0;37161024,91;-17776542,56;0;19384482,35;15000000
02852;201610;51205341,14;0;214258597,79;-163053256,65;0;0;0
04928;201610;18639413,88;0;19030423,74;-391009,859999999;0;0;0
05096;201610;2097195958,12;0;4315010648,89;-2217814690,77;0;0;0
06220;201610;255361078,03;0;298282066,95;-42920988,92;0;0;0
06351;201610;467054975,26;0;540562848,01;-73507872,75;0;0;0
06360;201610;14993790,89;0;15038721,74;-44930,8499999996;0;0;0
06831;201610;40498193,69;0;42279983;-1781789,31;0;0;0
06912;201610;70911476,85;0;70911476,85;0;0;0;0
10847;201610;35035000,93;0;35086489,32;-51488,3900000006;0;0;0
11088;201610;1110418,65;0;1110418,65;0;0;0;0
26158;201610;234444726,19;0;234554697,7;-109971,50999999;0;0;0
28878;201610;17515620,5;0;17616770,01;-101149,510000002;0;0;0
31623;201610;2836347424,97;0;3200151837,2;-363804412,23;0;0;0
01414;201611;64293760,6;0;72929341,27;-8635580,66999999;0;0;0
02101;201611;164318998,48;0;291980440,85;-127661442,37;0;0;0
02542;201611;22821566,21;0;22821566,21;0;0;0;0
05142;201611;451875590,3;0;1020629602,97;-568754012,67;0;0;0
05193;201611;103727307,91;0;111699290,82;-7971982,91;0;0;0
05533;201611;600790501;0;608233162,67;-7442661,66999996;0;0;0
05690;201611;58474141,27;0;58744704,18;-270562,909999996;0;0;0
05886;201611;2200029934,29;0;3533095891,66;-1333065957,37;0;0;0
06335;201611;19453532,17;0;21660885,82;-2207353,65;0;0;0
10065;201611;-160128204,04;0;-18585299,73;-141542904,31;0;0;0
10413;201611;70376312,53;0;70430088,07;-53775,5399999917;0;0;0
21661;201611;272159303,04;0;1086788828,04;-814629525;0;0;0
23540;201611;19829149,05;0;30019430,38;-10190281,33;0;0;0
38270;201611;221694623,09;0;221822619,08;-127995,99000001;0;0;0
05886;201406;1830216078,53;0;2483538213,93;-653322135,4;0;0;0
06360;201406;14554887,68;0;14554887,68;0;0;0;0
06530;201406;144943318,94;0;210174971,51;-65231652,57;0;0;0
06688;201406;160128934,8;0;160275110,7;-146175,899999976;0;0;0
06912;201406;68021357,85;0;68165884,46;-144526,609999999;0;0;0
10901;201406;10092775,77;0;10092775,77;0;0;0;0
20141;201406;342112420,84;0;354809192,83;-12696771,99;0;0;0
21334;201406;134411638,17;0;136243816,78;-1832178,61000001;0;0;0
21628;201406;11890216,53;0;13020650,86;-1130434,33;0;0;0
22683;201406;20352988,44;0;22231108,44;-1878120;0;0;0
31623;201406;2532643379,15;0;2761837333,1;-229193953,95;0;0;0
34819;201406;141447245,74;0;142415636,62;-968390,879999995;0;0;0
01147;201407;4174224,7;0;4303789,72;-129565,02;0;0;0
01414;201407;39859417,22;0;42214873,25;-2355456,03;0;0;0
01627;201407;69025858,66;0;69401647,73;-375789,070000008;0;0;0
02101;201407;119960141,24;0;198808976,89;-78848835,65;0;0;0
03069;201407;102488601,21;0;104937266,52;-2448665,31;0;0;0
03298;201407;75962072,37;0;78745108,21;-2783035,83999999;0;0;0
03328;201407;33841516,38;0;34045899,21;-204382,829999998;0;0;0
05118;201407;1197831152,58;0;3167434315,68;-1969603163,1;0;0;0
05321;201407;1834074622,22;0;8397649140,54;-6563574518,32;0;0;0
05401;201407;17293822,01;0;17777998,03;-484176,02;0;0;0
05444;201407;3006258077,85;0;17276673072,39;-14270414994,54;0;0;0
05690;201407;48116451,72;0;48303954,97;-187503,25;0;0;0
05886;201407;1848761932,38;0;2513395137,18;-664633204,8;0;0;0
06211;201407;180077286,28;0;185907764,36;-5830478,08000001;0;0;0
06572;201407;717547519,74;0;908335092,28;-190787572,54;0;0;0
06751;201407;167572243,69;0;208803476,43;-41231232,74;0;0;0
10031;201407;26518811,61;0;27416121,78;-897310,170000002;0;0;0
10413;201407;49207978,78;0;49311850,91;-103872,129999995;0;0;0
10979;201407;1304441,52;0;1324498,07;-20056,55;0;0;0
15580;201407;20470833,26;0;20500333,76;-29500,5;0;0;0
21318;201407;12459196,6;0;12468167,82;-8971,22000000067;0;0;0
22683;201407;20442934,45;0;22305640,88;-1862706,43;0;0;0
24813;201407;3198099,01;0;3206256,53;-8157,52000000002;0;0;0
01775;201408;695337535,55;0;695337535,55;0;0;0;0
02101;201408;120897105,31;0;199332387,37;-78435282,06;0;0;0
05185;201408;549436823,29;0;629231161,92;-79794338,63;0;0;0
05231;201408;36125138,58;0;36201101,64;-75963,0600000024;0;0;0
05533;201408;540320020,31;0;547386117,95;-7066097,63999999;0;0;0
06131;201408;17034228,28;0;17838575,61;-804347,329999998;0;0;0
06190;201408;811822894,47;0;933576463,44;-121753568,97;0;0;0
06220;201408;327069327,67;0;395643733,07;-68574405,4;0;0;0
06602;201408;78343612,51;0;88291923,65;-9948311,14;0;0;0
06751;201408;158239552,45;0;203254473,84;-45014921,39;0;0;0
06858;201408;442359303,95;0;450619625,89;-8260321,94;0;0;0
10103;201408;187227,94;0;1567227,94;-1380000;0;0;0
10120;201408;28075799,57;0;28142221,23;-66421,6600000001;0;0;0
31551;201903;132346841,31;0;132430853,17;-84011,8599999994;0;132346841,31;60000000
32875;201903;251985673,18;0;251985673,36;-0,180000007152557;6889959,19;258875632,37;80888526,67
37052;201903;398969186,65;0;399021135,78;-51949,1299999952;0;398969186,65;60000000
39764;201903;69767576,6;0;70039024,64;-271448,040000007;0;69767576,6;60000000
01571;201904;66412786,81;0;73136532,32;-6723745,50999999;0;66412786,81;48913534,85
02682;201904;24485019,69;0;24890966,12;-405946,43;0;24485019,69;15000000
02798;201904;66484335,09;0;73951984;-7467648,91;1419591,05;67903926,14;48464263,34
02933;201904;158593708,086028;0;220363029,73;-61769321,6439719;2826747,27908689;161420455,365115;73849051,09
04359;201904;22548815,53;0;22739053,3;-190237,77;0;22548815,53;15000000
04928;201904;44352182,81;0;44759972,62;-407789,809999995;-128195,270000003;44223987,54;20845361,84
05282;201904;805188140,07;0;1430229731,79;-625041591,72;407633697,07;1212821837,14;257749276,02
06122;201904;181622695,26;0;183450105,03;-1827409,77000001;0;181622695,26;22816815,73
06181;201904;394779638,23;0;465878539,21;-71098900,98;7327048,59999996;402106686,83;313429094,89
06238;201904;993051787,28;0;1951552238,78;-958500451,5;48880088,2900001;1041931875,57;900216117,78
06548;201904;382634535,359321;0;443324405,55;-60689870,1906787;6396719,8751474;389031255,234469;245813682,067104
06947;201904;320754627,084879;0;1237015497,55;-916260870,465121;17726390,9864512;338481018,07133;135661724,398381
11126;201904;63412,09;0;63412,09;0;139,730000000003;63551,82;79302,52
25585;201904;270481791,72;0;305795621,79;-35313830,07;69495934,29;339977726,01;121492715,19
37052;201904;404531316,82;0;404577493,84;-46177,0199999809;0;404531316,82;60000000
39764;201904;69962954,72;0;70311230,38;-348275,659999996;0;69962954,72;60000000
02933;201905;164521468,803444;0;224420240,22;-59898771,416556;2826747,27908692;167348216,082531;73849051,09
03182;201905;302656747,05;0;303814075,91;-1157328,86000001;8696103,88759434;311352850,937594;177472815,481016
03271;201905;16287260,8;0;16360414,05;-73153,25;0;16287260,8;15000000
04359;201905;22481243,06;0;22634248,91;-153005,850000001;0;22481243,06;15000000
05045;201905;59259521,5;0;173027262,33;-113767740,83;0;59259521,5;15000000
05193;201905;149179410,93;0;168079544,51;-18900133,58;3299518,16;152478929,09;69861349,84
05720;201905;546355781,91;0;1236598487,8;-690242705,89;3210689,13;549566471,04;460534652,6
05843;201905;424708060,98;0;483335421,8;-58627360,82;9667463,39999998;434375524,38;37647796,59
05908;201905;176208700,87;0;514463387,15;-338254686,28;0;176208700,87;104164658,8
06157;201905;29640742,68;0;45804878,18;-16164135,5;0;29640742,68;15000000
06335;201905;26617140,69;0;27609649,36;-992508,669999998;-321032,600000001;26296108,09;15000000
06467;201905;168286501,62;0;168812138,17;-525636,549999982;1453482;169739983,62;65528091
06548;201905;396591070,327558;0;454198284,03;-57607213,7024418;6396719,8751474;402987790,202706;245813682,067104
06564;201905;243918256,33;0;255386802;-11468545,67;15326768,5;259245024,83;111587508,77
06696;201905;135771556,53;0;177762913,54;-41991357,01;0;135771556,53;69651857,63
06947;201905;321000861,164879;0;1257453001,59;-936452140,425122;17726390,9864511;338727252,15133;135661724,398381
10448;201905;123849133,41;0;123996062,39;-146928,980000004;61675253,59;185524387;85943995,42
11126;201905;119603,24;0;119603,24;0;139,729999999996;119742,97;79302,52
24813;201905;14127276,61;0;14138082,43;-10805,8200000003;0;14127276,61;10800000
29319;201905;124994640,6;0;258116033,73;-133121393,13;42953406,78;167948047,38;81755802,24
01431;201906;138737663,68;0;138866583,65;-128919,969999999;2997026,01999998;141734689,7;71896324,32
